Date,Adj Close
2019-01-10,36.904732
2019-01-11,36.542408
2019-01-14,35.992912
2019-01-15,36.729568
2019-01-16,37.178272
2019-01-17,37.399025
2019-01-18,37.629387
2019-01-22,36.784752
2019-01-23,36.933521
2019-01-24,36.640778
2019-01-25,37.854942
2019-01-28,37.504604
2019-01-29,37.115891
2019-01-30,39.652187
2019-01-31,39.937725
2019-02-01,39.956928
2019-02-04,41.091892
2019-02-05,41.79496
2019-02-06,41.809364
2019-02-07,41.017517
2019-02-08,41.065712
2019-02-11,40.829544
2019-02-12,41.181385
2019-02-13,41.010284
2019-02-14,41.159695
2019-02-15,41.068119
2019-02-19,41.191017
2019-02-20,41.456104
2019-02-21,41.222359
2019-02-22,41.682629
2019-02-25,41.986259
2019-02-26,42.010365
2019-02-27,42.140491
2019-02-28,41.726006
2019-03-01,42.164585
2019-03-04,42.376644
2019-03-05,42.299538
2019-03-06,42.056152
2019-03-07,41.569363
2019-03-08,41.668167
2019-03-11,43.111649
2019-03-12,43.59602
2019-03-13,43.788807
2019-03-14,44.275589
2019-03-15,44.851536
2019-03-18,45.309406
2019-03-19,44.950336
2019-03-20,45.34314
2019-03-21,47.013149
2019-03-22,46.039577
2019-03-25,45.482914
2019-03-26,45.012985
2019-03-27,45.417839
2019-03-28,45.478088
2019-03-29,45.774502
2019-04-01,46.085373
2019-04-02,46.755299
2019-04-03,47.075809
2019-04-04,47.15773
2019-04-05,47.473415
2019-04-08,48.220459
2019-04-09,48.075878
2019-04-10,48.345772
2019-04-11,47.943336
2019-04-12,47.924053
2019-04-15,48.010807
2019-04-16,48.015633
2019-04-17,48.950649
2019-04-18,49.12656
2019-04-22,49.288013
2019-04-23,49.998909
2019-04-24,49.921799
2019-04-25,49.46875
2019-04-26,49.232582
2019-04-29,49.307289
2019-04-30,48.357826
2019-05-01,50.731495
2019-05-02,50.401352
2019-05-03,51.027912
2019-05-06,50.239895
2019-05-07,48.885571
2019-05-08,48.895214
2019-05-09,48.369865
2019-05-10,47.699783
2019-05-13,44.927502
2019-05-14,45.638714
2019-05-15,46.185425
2019-05-16,45.982216
2019-05-17,45.720959
2019-05-20,44.291271
2019-05-21,45.140373
2019-05-22,44.216282
2019-05-23,43.461525
2019-05-24,43.294609
2019-05-28,43.115601
2019-05-29,42.909966
2019-05-30,43.132523
2019-05-31,42.351154
2019-06-03,41.922981
2019-06-04,43.456684
2019-06-05,44.158226
2019-06-06,44.806541
2019-06-07,45.999153
2019-06-10,46.586994
2019-06-11,47.12645
2019-06-12,46.976471
2019-06-13,46.966801
2019-06-14,46.62571
2019-06-17,46.9039
2019-06-18,48.007008
2019-06-19,47.866699
2019-06-20,48.251335
2019-06-21,48.086842
2019-06-24,48.03846
2019-06-25,47.310307
2019-06-26,48.333584
2019-06-27,48.31908
2019-06-28,47.878803
2019-07-01,48.756931
2019-07-02,49.042377
2019-07-03,49.448799
2019-07-05,49.405243
2019-07-08,48.386818
2019-07-09,48.681934
2019-07-10,49.163334
2019-07-11,48.805305
2019-07-12,49.180271
2019-07-15,49.642326
2019-07-16,49.470558
2019-07-17,49.192371
2019-07-18,49.751175
2019-07-19,49.008518
2019-07-22,50.128563
2019-07-23,50.520447
2019-07-24,50.479332
2019-07-25,50.080173
2019-07-26,50.254345
2019-07-29,50.723648
2019-07-30,50.505936
2019-07-31,51.536476
2019-08-01,50.421268
2019-08-02,49.35445
2019-08-05,46.770847
2019-08-06,47.656235
2019-08-07,48.149731
2019-08-08,49.211716
2019-08-09,48.806198
2019-08-12,48.682354
2019-08-13,50.743973
2019-08-14,49.23357
2019-08-15,48.988312
2019-08-16,50.144184
2019-08-19,51.079067
2019-08-20,51.081497
2019-08-21,51.635151
2019-08-22,51.591446
2019-08-23,49.206871
2019-08-26,50.141762
2019-08-27,49.575966
2019-08-28,49.908638
2019-08-29,50.753685
2019-08-30,50.688133
2019-09-03,49.949924
2019-09-04,50.797398
2019-09-05,51.790562
2019-09-06,51.785702
2019-09-09,52.00668
2019-09-10,52.621037
2019-09-11,54.294132
2019-09-12,54.172722
2019-09-13,53.118832
2019-09-16,53.398098
2019-09-17,53.59235
2019-09-18,54.095013
2019-09-19,53.655491
2019-09-20,52.871147
2019-09-23,53.111549
2019-09-24,52.859013
2019-09-25,53.672485
2019-09-26,53.395664
2019-09-27,53.135838
2019-09-30,54.38641
2019-10-01,54.536957
2019-10-02,53.16983
2019-10-03,53.621494
2019-10-04,55.124599
2019-10-07,55.136745
2019-10-08,54.490822
2019-10-09,55.129463
2019-10-10,55.872509
2019-10-11,57.358635
2019-10-14,57.27607
2019-10-15,57.142517
2019-10-16,56.911827
2019-10-17,57.132801
2019-10-18,57.407204
2019-10-21,58.402798
2019-10-22,58.269241
2019-10-23,59.051144
2019-10-24,59.148281
2019-10-25,59.87677
2019-10-28,60.476555
2019-10-29,59.077862
2019-10-30,59.070572
2019-10-31,60.406132
2019-11-01,62.120514
2019-11-04,62.528473
2019-11-05,62.438614
2019-11-06,62.465324
2019-11-07,63.18626
2019-11-08,63.359177
2019-11-11,63.860924
2019-11-12,63.80246
2019-11-13,64.41378
2019-11-14,63.968075
2019-11-15,64.727982
2019-11-18,65.054352
2019-11-19,64.857063
2019-11-20,64.102043
2019-11-21,63.814644
2019-11-22,63.758614
2019-11-25,64.876549
2019-11-26,64.369934
2019-11-27,65.234573
2019-11-29,65.090874
2019-12-02,64.33828
2019-12-03,63.191135
2019-12-04,63.748867
2019-12-05,64.684128
2019-12-06,65.933578
2019-12-09,65.010506
2019-12-10,65.390465
2019-12-11,65.948204
2019-12-12,66.116257
2019-12-13,67.014984
2019-12-16,68.162148
2019-12-17,68.296112
2019-12-18,68.132912
2019-12-19,68.201111
2019-12-20,68.05986
2019-12-23,69.170471
2019-12-24,69.236237
2019-12-26,70.609901
2019-12-27,70.583107
2019-12-30,71.002037
2019-12-31,71.520821
2020-01-02,73.152634
2020-01-03,72.44146
2020-01-06,73.018692
2020-01-07,72.675293
2020-01-08,73.844353
2020-01-09,75.412872
2020-01-10,75.583359
2020-01-13,77.198143
2020-01-14,76.155731
2020-01-15,75.829353
2020-01-16,76.779221
2020-01-17,77.629234
2020-01-21,77.103149
2020-01-22,77.378372
2020-01-23,77.751038
2020-01-24,77.526947
2020-01-27,75.247238
2020-01-28,77.375954
2020-01-29,78.995605
2020-01-30,78.881142
2020-01-31,75.383652
2020-02-03,75.176613
2020-02-04,77.658478
2020-02-05,78.291733
2020-02-06,79.207504
2020-02-07,78.130875
2020-02-10,78.501953
2020-02-11,78.028328
2020-02-12,79.881317
2020-02-13,79.312477
2020-02-14,79.332008
2020-02-18,77.87941
2020-02-19,79.007309
2020-02-20,78.196785
2020-02-21,76.426796
2020-02-24,72.796486
2020-02-25,70.330719
2020-02-26,71.446426
2020-02-27,66.776085
2020-02-28,66.73703
2020-03-02,72.950279
2020-03-03,70.633438
2020-03-04,73.909744
2020-03-05,71.512329
2020-03-06,70.562645
2020-03-09,64.981689
2020-03-10,69.661797
2020-03-11,67.242393
2020-03-12,60.601891
2020-03-13,67.862511
2020-03-16,59.132195
2020-03-17,61.732243
2020-03-18,60.221039
2020-03-19,59.759624
2020-03-20,55.965752
2020-03-23,54.776802
2020-03-24,60.272305
2020-03-25,59.940285
2020-03-26,63.094524
2020-03-27,60.482265
2020-03-30,62.208305
2020-03-31,62.081348
2020-04-01,58.814812
2020-04-02,59.79623
2020-04-03,58.936882
2020-04-06,64.078407
2020-04-07,63.336216
2020-04-08,64.957283
2020-04-09,65.426003
2020-04-13,66.710175
2020-04-14,70.079254
2020-04-15,69.439613
2020-04-16,69.991371
2020-04-17,69.041664
2020-04-20,67.608589
2020-04-21,65.518791
2020-04-22,67.405968
2020-04-23,67.144737
2020-04-24,69.083176
2020-04-27,69.131996
2020-04-28,68.011406
2020-04-29,70.245277
2020-04-30,71.72718
2020-05-01,70.572411
2020-05-04,71.570915
2020-05-05,72.645119
2020-05-06,73.394615
2020-05-07,74.153877
2020-05-08,75.918869
2020-05-11,77.113464
2020-05-12,76.232208
2020-05-13,75.311768
2020-05-14,75.774437
2020-05-15,75.326469
2020-05-18,77.101242
2020-05-19,76.655708
2020-05-20,78.14653
2020-05-21,77.563911
2020-05-22,78.063293
2020-05-26,77.534523
2020-05-27,77.872337
2020-05-28,77.906631
2020-05-29,77.830727
2020-06-01,78.787888
2020-06-02,79.152634
2020-06-03,79.588356
2020-06-04,78.902946
2020-06-05,81.150185
2020-06-08,81.62999
2020-06-09,84.207703
2020-06-10,86.374138
2020-06-11,82.227287
2020-06-12,82.93721
2020-06-15,83.962898
2020-06-16,86.188095
2020-06-17,86.068138
2020-06-18,86.102432
2020-06-19,85.610374
2020-06-22,87.850288
2020-06-23,89.72541
2020-06-24,88.141579
2020-06-25,89.311714
2020-06-26,86.567543
2020-06-29,88.562622
2020-06-30,89.30191
2020-07-01,89.133003
2020-07-02,89.133003
2020-07-06,91.517342
2020-07-07,91.233376
2020-07-08,93.3582
2020-07-09,93.759659
2020-07-10,93.923683
2020-07-13,93.490402
2020-07-14,95.037506
2020-07-15,95.691116
2020-07-16,94.513641
2020-07-17,94.322693
2020-07-20,96.310448
2020-07-21,94.981201
2020-07-22,95.248047
2020-07-23,90.912674
2020-07-24,90.687462
2020-07-27,92.836777
2020-07-28,91.311691
2020-07-29,93.062004
2020-07-30,94.188065
2020-07-31,104.048477
2020-08-03,106.67025
2020-08-04,107.382629
2020-08-05,107.771851
2020-08-06,111.531921
2020-08-07,108.99617
2020-08-10,110.580383
2020-08-11,107.291763
2020-08-12,110.857521
2020-08-13,112.81942
2020-08-14,112.718864
2020-08-17,112.424576
2020-08-18,113.361404
2020-08-19,113.503624
2020-08-20,116.022232
2020-08-21,122.001144
2020-08-24,123.460312
2020-08-25,122.447472
2020-08-26,124.112633
2020-08-27,122.62896
2020-08-28,122.430313
2020-08-31,126.582191
2020-09-01,131.624268
2020-09-02,128.897232
2020-09-03,118.577614
2020-09-04,118.65609
2020-09-08,110.671143
2020-09-09,115.085419
2020-09-10,111.328384
2020-09-11,109.86676
2020-09-14,113.16275
2020-09-15,113.33931
2020-09-16,109.994278
2020-09-17,108.238365
2020-09-18,104.805023
2020-09-21,107.983322
2020-09-22,109.680374
2020-09-23,105.079712
2020-09-24,106.158737
2020-09-25,110.141434
2020-09-28,112.77037
2020-09-29,111.916954
2020-09-30,113.604179
2020-10-01,114.565514
2020-10-02,110.867325
2020-10-05,114.281029
2020-10-06,111.004669
2020-10-07,112.888092
2020-10-08,112.780182
2020-10-09,114.742073
2020-10-12,122.030579
2020-10-13,118.793427
2020-10-14,118.881729
2020-10-15,118.410866
2020-10-16,116.753044
2020-10-19,113.770943
2020-10-20,115.27182
2020-10-21,114.643997
2020-10-22,113.545319
2020-10-23,112.848869
2020-10-26,112.858665
2020-10-27,114.379135
2020-10-28,109.081993
2020-10-29,113.12352
2020-10-30,106.786545
2020-11-02,106.698273
2020-11-03,108.336464
2020-11-04,112.760567
2020-11-05,116.762863
2020-11-06,116.630196
2020-11-09,114.301338
2020-11-10,113.957397
2020-11-11,117.416313
2020-11-12,117.141174
2020-11-13,117.190308
2020-11-16,118.212265
2020-11-17,117.318047
2020-11-18,115.981667
2020-11-19,116.58107
2020-11-20,115.303612
2020-11-23,111.874191
2020-11-24,113.17128
2020-11-25,114.016373
2020-11-27,114.566628
2020-11-30,116.983948
2020-12-01,120.590263
2020-12-02,120.944
2020-12-03,120.806435
2020-12-04,120.128418
2020-12-07,121.602386
2020-12-08,122.221443
2020-12-09,119.66658
2020-12-10,121.101227
2020-12-11,120.285645
2020-12-14,119.66658
2020-12-15,125.660713
2020-12-16,125.591927
2020-12-17,126.466469
2020-12-18,124.461884
2020-12-21,126.004639
2020-12-22,129.591309
2020-12-23,128.687271
2020-12-24,129.679733
2020-12-28,134.317825
2020-12-29,132.529404
2020-12-30,131.399384
2020-12-31,130.387222
2021-01-04,127.164154
2021-01-05,128.736404
2021-01-06,124.402924
2021-01-07,128.647949
2021-01-08,129.758362
2021-01-11,126.741631
2021-01-12,126.564751
2021-01-13,128.618484
2021-01-14,126.672829
2021-01-15,124.933556
2021-01-19,125.611572
2021-01-20,129.738693
2021-01-21,134.494705
2021-01-22,136.65654
2021-01-25,140.439697
2021-01-26,140.675568
2021-01-27,139.594604
2021-01-28,134.710892
2021-01-29,129.669937
2021-02-01,131.812088
2021-02-02,132.647354
2021-02-03,131.615555
2021-02-04,135.005676
2021-02-05,134.587402
2021-02-08,134.735046
2021-02-09,133.849335
2021-02-10,133.239182
2021-02-11,132.983337
2021-02-12,133.219498
2021-02-16,131.074127
2021-02-17,128.761475
2021-02-18,127.649406
2021-02-19,127.806854
2021-02-22,123.998352
2021-02-23,123.86058
2021-02-24,123.358681
2021-02-25,119.067932
2021-02-26,119.333649
2021-03-01,125.759911
2021-03-02,123.132347
2021-03-03,120.120949
2021-03-04,118.221596
2021-03-05,119.491119
2021-03-08,114.511497
2021-03-09,119.166351
2021-03-10,118.07399
2021-03-11,120.022537
2021-03-12,119.107292
2021-03-15,122.020287
2021-03-16,123.57518
2021-03-17,122.778061
2021-03-18,118.615257
2021-03-19,118.083832
2021-03-22,121.429825
2021-03-23,120.593323
2021-03-24,118.182236
2021-03-25,118.674278
2021-03-26,119.284447
2021-03-29,119.461586
2021-03-30,117.995247
2021-03-31,120.209518
2021-04-01,121.045998
2021-04-05,123.89994
2021-04-06,124.205025
2021-04-07,125.868179
2021-04-08,128.289078
2021-04-09,130.887131
2021-04-12,129.155121
2021-04-13,132.294434
2021-04-14,129.932571
2021-04-15,132.363312
2021-04-16,132.028717
2021-04-19,132.697906
2021-04-20,130.995422
2021-04-21,131.379211
2021-04-22,129.844009
2021-04-23,132.186218
2021-04-26,132.579834
2021-04-27,132.255066
2021-04-28,131.457932
2021-04-29,131.359528
2021-04-30,129.371613
2021-05-03,130.434418
2021-05-04,125.81897
2021-05-05,126.065002
2021-05-06,127.678963
2021-05-07,128.359131
2021-05-10,125.046898
2021-05-11,124.120255
2021-05-12,121.024879
2021-05-13,123.193626
2021-05-14,125.638374
2021-05-17,124.475121
2021-05-18,123.07531
2021-05-19,122.917595
2021-05-20,125.500351
2021-05-21,123.647079
2021-05-24,125.293343
2021-05-25,125.096176
2021-05-26,125.046898
2021-05-27,123.499214
2021-05-28,122.838737
2021-06-01,122.513435
2021-06-02,123.282333
2021-06-03,121.783936
2021-06-04,124.10054
2021-06-07,124.110405
2021-06-08,124.938469
2021-06-09,125.322906
2021-06-10,124.317406
2021-06-11,125.539772
2021-06-14,128.625305
2021-06-15,127.797226
2021-06-16,128.299973
2021-06-17,129.916656
2021-06-18,128.605606
2021-06-21,130.419449
2021-06-22,132.075546
2021-06-23,131.799515
2021-06-24,131.513626
2021-06-25,131.217911
2021-06-28,132.864182
2021-06-29,134.392151
2021-06-30,135.013168
2021-07-01,135.318802
2021-07-02,137.970566
2021-07-06,140.001266
2021-07-07,142.514999
2021-07-08,141.203903
2021-07-09,143.047333
2021-07-12,142.44603
2021-07-13,143.569794
2021-07-14,147.029892
2021-07-15,146.369446
2021-07-16,144.309143
2021-07-19,140.425125
2021-07-20,144.072571
2021-07-21,143.333191
2021-07-22,144.713287
2021-07-23,146.448288
2021-07-26,146.872177
2021-07-27,144.683746
2021-07-28,142.919174
2021-07-29,143.569794
2021-07-30,143.786652
2021-08-02,143.451523
2021-08-03,145.26535
2021-08-04,144.861176
2021-08-05,144.969635
2021-08-06,144.278534
2021-08-09,144.229156
2021-08-10,143.745407
2021-08-11,144.00209
2021-08-12,146.99353
2021-08-13,147.200851
2021-08-16,149.195099
2021-08-17,148.276962
2021-08-18,144.495728
2021-08-19,144.831406
2021-08-20,146.302444
2021-08-23,147.803055
2021-08-24,147.714203
2021-08-25,146.470261
2021-08-26,145.660721
2021-08-27,146.70723
2021-08-30,151.169632
2021-08-31,149.896057
2021-09-01,150.567398
2021-09-02,151.692886
2021-09-03,152.33461
2021-09-07,154.694153
2021-09-08,153.134293
2021-09-09,152.107544
2021-09-10,147.072495
2021-09-13,147.645111
2021-09-14,146.233292
2021-09-15,147.131714
2021-09-16,146.894775
2021-09-17,144.199524
2021-09-20,141.119308
2021-09-21,141.603027
2021-09-22,143.992218
2021-09-23,144.959778
2021-09-24,145.048599
2021-09-27,143.518311
2021-09-28,140.102417
2021-09-29,141.010696
2021-09-30,139.697647
2021-10-01,140.832977
2021-10-04,137.367706
2021-10-05,139.312622
2021-10-06,140.191269
2021-10-07,141.464844
2021-10-08,141.079819
2021-10-11,140.990952
2021-10-12,139.707504
2021-10-13,139.115158
2021-10-14,141.928833
2021-10-15,142.995117
2021-10-18,144.683304
2021-10-19,146.865158
2021-10-20,147.35881
2021-10-21,147.575989
2021-10-22,146.796066
2021-10-25,146.746704
2021-10-26,147.41803
2021-10-27,146.954041
2021-10-28,150.626633
2021-10-29,147.891922
2021-11-01,147.062637
2021-11-02,148.109116
2021-11-03,149.560394
2021-11-04,149.037155
2021-11-05,149.571045
2021-11-08,148.74054
2021-11-09,149.106339
2021-11-10,146.248993
2021-11-11,146.199554
2021-11-12,148.295624
2021-11-15,148.305511
2021-11-16,149.294189
2021-11-17,151.756088
2021-11-18,156.086594
2021-11-19,158.736343
2021-11-22,159.201035
2021-11-23,159.586578
2021-11-24,160.110641
2021-11-26,155.038574
2021-11-29,158.429825
2021-11-30,163.432648
2021-12-01,162.908646
2021-12-02,161.910049
2021-12-03,160.011749
2021-12-06,163.452438
2021-12-07,169.246246
2021-12-08,173.102203
2021-12-09,172.588043
2021-12-10,177.422806
2021-12-13,173.75473
2021-12-14,172.360672
2021-12-15,177.274521
2021-12-16,170.314041
2021-12-17,169.20668
2021-12-20,167.832397
2021-12-21,171.035797
2021-12-22,173.655869
2021-12-23,174.288605
2021-12-27,178.292892
2021-12-28,177.264633
2021-12-29,177.353607
2021-12-30,176.186935
2021-12-31,175.564056
2022-01-03,179.953873
2022-01-04,177.669983
2022-01-05,172.94397
2022-01-06,170.056976
2022-01-07,170.225052
2022-01-10,170.244812
2022-01-11,173.102203
2022-01-12,173.547104
2022-01-13,170.244812
2022-01-14,171.114883
2022-01-18,167.881836
2022-01-19,164.352142
2022-01-20,162.651596
2022-01-21,160.575302
2022-01-24,159.794235
2022-01-25,157.975021
2022-01-26,157.886032
2022-01-27,157.421356
2022-01-28,168.405838
2022-01-31,172.805557
2022-02-01,172.637482
2022-02-02,173.853607
2022-02-03,170.946777
2022-02-04,170.659729
2022-02-07,169.937042
2022-02-08,173.075241
2022-02-09,174.510681
2022-02-10,170.392426
2022-02-11,166.947372
2022-02-14,167.184982
2022-02-15,171.055695
2022-02-16,170.81813
2022-02-17,167.184982
2022-02-18,165.620834
2022-02-22,162.670746
2022-02-23,158.463394
2022-02-24,161.106583
2022-02-25,163.195419
2022-02-28,163.462708
2022-03-01,161.561951
2022-03-02,164.888229
2022-03-03,164.561554
2022-03-04,161.532257
2022-03-07,157.701096
2022-03-08,155.859787
