Date,Adj Close
2017-01-03,116.736145
2017-01-04,118.564201
2017-01-05,120.542099
2017-01-06,123.279205
2017-01-09,124.767624
2017-01-10,124.218201
2017-01-11,125.956352
2017-01-12,126.485802
2017-01-13,128.203964
2017-01-17,127.734474
2017-01-18,127.784416
2017-01-19,127.414818
2017-01-20,126.90535
2017-01-23,128.793335
2017-01-24,129.23288
2017-01-25,131.340637
2017-01-26,132.639267
2017-01-27,132.039902
2017-01-30,130.841171
2017-01-31,130.181885
2017-02-01,133.088791
2017-02-02,130.701324
2017-02-03,130.841171
2017-02-06,131.920029
2017-02-07,131.700256
2017-02-08,134.057755
2017-02-09,133.997833
2017-02-10,134.047775
2017-02-13,133.907928
2017-02-14,133.708145
2017-02-15,133.298569
2017-02-16,133.698135
2017-02-17,133.388474
2017-02-21,133.578278
2017-02-22,135.975723
2017-02-23,135.216537
2017-02-24,135.296448
2017-02-27,136.265427
2017-02-28,135.396332
2017-03-01,137.274353
2017-03-02,136.615051
2017-03-03,137.024612
2017-03-06,137.274353
2017-03-07,137.15448
2017-03-08,137.574036
2017-03-09,138.093491
2017-03-10,138.642899
2017-03-13,139.452042
2017-03-14,139.172348
2017-03-15,139.571915
2017-03-16,139.841629
2017-03-17,139.691788
2017-03-20,139.791687
2017-03-21,138.36319
2017-03-22,139.442047
2017-03-23,139.382111
2017-03-24,140.191254
2017-03-27,140.17128
2017-03-28,141.609741
2017-03-29,142.498795
2017-03-30,142.259064
2017-03-31,141.899445
2017-04-03,142.129196
2017-04-04,141.579773
2017-04-05,141.699661
2017-04-06,141.02037
2017-04-07,140.630783
2017-04-10,140.890503
2017-04-11,139.771698
2017-04-12,139.432068
2017-04-13,139.242264
2017-04-17,141.270111
2017-04-18,140.810608
2017-04-19,142.119217
2017-04-20,143.647598
2017-04-21,143.52771
2017-04-24,145.315826
2017-04-25,146.334747
2017-04-26,146.404663
2017-04-27,147.543457
2017-04-28,150.090744
2017-05-01,152.298416
2017-05-02,152.618073
2017-05-03,151.639114
2017-05-04,150.690125
2017-05-05,150.080765
2017-05-08,150.899887
